,Unnamed: 0,name,stars,cuisine,retrieve-date,name2,json,name_google_0,place_id_0,formatted_address_0,business_status_0,lat_0,lng_0,name_google_1,place_id_1,formatted_address_1,business_status_1,lat_1,lng_1,url_0,url_1
113,113,114. Little India Restaurant,4.0 of 5 bubbles,"Indian, Asian",2021-08-09 19:15:59.525979-04:00,Little India Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '255 Queen St W, Toronto, ON M5V 1Z4, Canada', 'geometry': {'location': {'lat': 43.6501685, 'lng': -79.3889068}, 'viewport': {'northeast': {'lat': 43.65151832989272, 'lng': -79.38755697010728}, 'southwest': {'lat': 43.64881867010727, 'lng': -79.39025662989273}}}, 'name': 'Little India Restaurant', 'place_id': 'ChIJi5Wv0880K4gRK7ubmLQuZps', 'rating': 4}, {'business_status': 'OPERATIONAL', 'formatted_address': '1426 Gerrard St E, Toronto, ON M4L 1Z6, Canada', 'geometry': {'location': {'lat': 43.6723413, 'lng': -79.32254329999999}, 'viewport': {'northeast': {'lat': 43.67360157989272, 'lng': -79.32115452010726}, 'southwest': {'lat': 43.67090192010728, 'lng': -79.3238541798927}}}, 'name': 'Gerrard India Bazaar BIA', 'place_id': 'ChIJ70rh3XfM1IkRXUdckgF4ZAE', 'rating': 3.9}]",Little India Restaurant,ChIJi5Wv0880K4gRK7ubmLQuZps,"255 Queen St W, Toronto, ON M5V 1Z4, Canada",OPERATIONAL,43.6501685,-79.3889068,Gerrard India Bazaar BIA,ChIJ70rh3XfM1IkRXUdckgF4ZAE,"1426 Gerrard St E, Toronto, ON M4L 1Z6, Canada",OPERATIONAL,43.6723413,-79.32254329999999,"https://www.google.com/maps/search/?api=1&query=Little India Restaurant,43.6501685%2C-79.3889068&query_place_id=ChIJi5Wv0880K4gRK7ubmLQuZps","https://www.google.com/maps/search/?api=1&query=Gerrard India Bazaar BIA,43.6723413%2C-79.32254329999999&query_place_id=ChIJ70rh3XfM1IkRXUdckgF4ZAE"
114,114,115. Harbour 60 Toronto,4.0 of 5 bubbles,"American, Steakhouse",2021-08-09 19:15:59.525979-04:00,Harbour 60 Toronto,"[{'business_status': 'OPERATIONAL', 'formatted_address': '60 Harbour St, Toronto, ON M5J 1B7, Canada', 'geometry': {'location': {'lat': 43.6421013, 'lng': -79.3784532}, 'viewport': {'northeast': {'lat': 43.64335612989272, 'lng': -79.37720207010727}, 'southwest': {'lat': 43.64065647010727, 'lng': -79.37990172989272}}}, 'name': 'Harbour 60 Toronto', 'place_id': 'ChIJ1UnIuyvL1IkRiq6TsqVk4fc', 'rating': 4.5}]",Harbour 60 Toronto,ChIJ1UnIuyvL1IkRiq6TsqVk4fc,"60 Harbour St, Toronto, ON M5J 1B7, Canada",OPERATIONAL,43.6421013,-79.3784532,,,,,,,"https://www.google.com/maps/search/?api=1&query=Harbour 60 Toronto,43.6421013%2C-79.3784532&query_place_id=ChIJ1UnIuyvL1IkRiq6TsqVk4fc",
115,115,116. Cluny Bistro,4.0 of 5 bubbles,"French, European",2021-08-09 19:15:59.525979-04:00,Cluny Bistro,"[{'business_status': 'OPERATIONAL', 'formatted_address': '35 Tank House Lane, Toronto, ON M5A 3C4, Canada', 'geometry': {'location': {'lat': 43.6505879, 'lng': -79.3578962}, 'viewport': {'northeast': {'lat': 43.65204372989272, 'lng': -79.35619752010727}, 'southwest': {'lat': 43.64934407010728, 'lng': -79.35889717989272}}}, 'name': 'Cluny Bistro & Boulangerie', 'place_id': 'ChIJfZQd8z3L1IkRclXnPHefzKE', 'rating': 4.3}]",Cluny Bistro & Boulangerie,ChIJfZQd8z3L1IkRclXnPHefzKE,"35 Tank House Lane, Toronto, ON M5A 3C4, Canada",OPERATIONAL,43.6505879,-79.3578962,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cluny Bistro & Boulangerie,43.6505879%2C-79.3578962&query_place_id=ChIJfZQd8z3L1IkRclXnPHefzKE",
116,116,117. Earl's Kitchen & Bar,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:15:59.525979-04:00,Earl's Kitchen & Bar,"[{'business_status': 'OPERATIONAL', 'formatted_address': '150 King St W, Toronto, ON M5H 1J9, Canada', 'geometry': {'location': {'lat': 43.6480405, 'lng': -79.38439609999999}, 'viewport': {'northeast': {'lat': 43.64923712989273, 'lng': -79.38308437010727}, 'southwest': {'lat': 43.64653747010728, 'lng': -79.38578402989272}}}, 'name': 'Earls Kitchen + Bar', 'place_id': 'ChIJQY_nP9I0K4gRj0Fo9reXGQ4', 'rating': 4.2}]",Earls Kitchen + Bar,ChIJQY_nP9I0K4gRj0Fo9reXGQ4,"150 King St W, Toronto, ON M5H 1J9, Canada",OPERATIONAL,43.6480405,-79.38439609999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Earls Kitchen + Bar,43.6480405%2C-79.38439609999999&query_place_id=ChIJQY_nP9I0K4gRj0Fo9reXGQ4",
117,117,118. Bloom Restaurant,4.5 of 5 bubbles,"Latin, Cuban",2021-08-09 19:15:59.525979-04:00,Bloom Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '2315 Bloor St W, Toronto, ON M6S 1P1, Canada', 'geometry': {'location': {'lat': 43.650182, 'lng': -79.479737}, 'viewport': {'northeast': {'lat': 43.65161587989272, 'lng': -79.47842252010726}, 'southwest': {'lat': 43.64891622010727, 'lng': -79.48112217989271}}}, 'name': 'Bloom Restaurant', 'place_id': 'ChIJ26h0vIc2K4gRIxm2egfOF5s', 'rating': 4.5}, {'business_status': 'OPERATIONAL', 'formatted_address': '596 Yonge St, Toronto, ON M4Y 1Z3, Canada', 'geometry': {'location': {'lat': 43.66551159999999, 'lng': -79.3850597}, 'viewport': {'northeast': {'lat': 43.66688437989272, 'lng': -79.38358957010728}, 'southwest': {'lat': 43.66418472010728, 'lng': -79.38628922989272}}}, 'name': 'Bloom Cafe', 'place_id': 'ChIJr037itg1K4gR5azKyeCrlUU', 'rating': 4.5}]",Bloom Restaurant,ChIJ26h0vIc2K4gRIxm2egfOF5s,"2315 Bloor St W, Toronto, ON M6S 1P1, Canada",OPERATIONAL,43.650182,-79.479737,Bloom Cafe,ChIJr037itg1K4gR5azKyeCrlUU,"596 Yonge St, Toronto, ON M4Y 1Z3, Canada",OPERATIONAL,43.66551159999999,-79.3850597,"https://www.google.com/maps/search/?api=1&query=Bloom Restaurant,43.650182%2C-79.479737&query_place_id=ChIJ26h0vIc2K4gRIxm2egfOF5s","https://www.google.com/maps/search/?api=1&query=Bloom Cafe,43.66551159999999%2C-79.3850597&query_place_id=ChIJr037itg1K4gR5azKyeCrlUU"
118,118,119. Rooftop Bar - Park Hyatt,4.5 of 5 bubbles,"Bar, Canadian",2021-08-09 19:15:59.525979-04:00,Rooftop Bar - Park Hyatt,"[{'business_status': 'OPERATIONAL', 'formatted_address': '4 Avenue Rd, Toronto, ON M5R 2E8, Canada', 'geometry': {'location': {'lat': 43.6692168, 'lng': -79.39487729999999}, 'viewport': {'northeast': {'lat': 43.67060357989272, 'lng': -79.39362507010726}, 'southwest': {'lat': 43.66790392010728, 'lng': -79.39632472989271}}}, 'name': 'Park Hyatt Toronto', 'place_id': 'ChIJ195p17o0K4gRLaM6S9fMmB4', 'rating': 4.4}]",Park Hyatt Toronto,ChIJ195p17o0K4gRLaM6S9fMmB4,"4 Avenue Rd, Toronto, ON M5R 2E8, Canada",OPERATIONAL,43.6692168,-79.39487729999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Park Hyatt Toronto,43.6692168%2C-79.39487729999999&query_place_id=ChIJ195p17o0K4gRLaM6S9fMmB4",
119,119,120. Blu Ristorante,4.5 of 5 bubbles,"Italian, Mediterranean",2021-08-09 19:15:59.525979-04:00,Blu Ristorante,"[{'business_status': 'OPERATIONAL', 'formatted_address': '90 Avenue Rd, Toronto, ON M5R 2H2, Canada', 'geometry': {'location': {'lat': 43.6723464, 'lng': -79.3960037}, 'viewport': {'northeast': {'lat': 43.67369622989271, 'lng': -79.39465387010728}, 'southwest': {'lat': 43.67099657010727, 'lng': -79.39735352989271}}}, 'name': 'Blu Ristorante', 'place_id': 'ChIJKSGg_K40K4gRZu1p14vL_Yg', 'rating': 4.4}]",Blu Ristorante,ChIJKSGg_K40K4gRZu1p14vL_Yg,"90 Avenue Rd, Toronto, ON M5R 2H2, Canada",OPERATIONAL,43.6723464,-79.3960037,,,,,,,"https://www.google.com/maps/search/?api=1&query=Blu Ristorante,43.6723464%2C-79.3960037&query_place_id=ChIJKSGg_K40K4gRZu1p14vL_Yg",
120,120,121. Enoteca Sociale,4.5 of 5 bubbles,Italian,2021-08-09 19:16:05.592111-04:00,Enoteca Sociale,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1288 Dundas St W, Toronto, ON M6J 1X7, Canada', 'geometry': {'location': {'lat': 43.6496094, 'lng': -79.42564949999999}, 'viewport': {'northeast': {'lat': 43.65088627989272, 'lng': -79.42430367010728}, 'southwest': {'lat': 43.64818662010727, 'lng': -79.42700332989271}}}, 'name': 'Enoteca Sociale', 'place_id': 'ChIJZWMyH1Y0K4gR_ebDJ9AArM8', 'rating': 4.5}]",Enoteca Sociale,ChIJZWMyH1Y0K4gR_ebDJ9AArM8,"1288 Dundas St W, Toronto, ON M6J 1X7, Canada",OPERATIONAL,43.6496094,-79.42564949999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Enoteca Sociale,43.6496094%2C-79.42564949999999&query_place_id=ChIJZWMyH1Y0K4gR_ebDJ9AArM8",
121,121,122. SOTTO SOTTO Ristorante,4.0 of 5 bubbles,Italian,2021-08-09 19:16:05.592111-04:00,SOTTO SOTTO Ristorante,"[{'business_status': 'OPERATIONAL', 'formatted_address': '120 Avenue Rd, Toronto, ON M5R 2H4, Canada', 'geometry': {'location': {'lat': 43.6736944, 'lng': -79.3964972}, 'viewport': {'northeast': {'lat': 43.67504422989272, 'lng': -79.39514737010728}, 'southwest': {'lat': 43.67234457010728, 'lng': -79.39784702989272}}}, 'name': 'Ristorante Sotto Sotto Toronto', 'place_id': 'ChIJMXUMGqQ0K4gRkTqV8X38KDA', 'rating': 4.3}]",Ristorante Sotto Sotto Toronto,ChIJMXUMGqQ0K4gRkTqV8X38KDA,"120 Avenue Rd, Toronto, ON M5R 2H4, Canada",OPERATIONAL,43.6736944,-79.3964972,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ristorante Sotto Sotto Toronto,43.6736944%2C-79.3964972&query_place_id=ChIJMXUMGqQ0K4gRkTqV8X38KDA",
122,122,123. Utsav,4.5 of 5 bubbles,Indian,2021-08-09 19:16:05.592111-04:00,Utsav,"[{'business_status': 'OPERATIONAL', 'formatted_address': '69 Yorkville Ave, Toronto, ON M5R 1B8, Canada', 'geometry': {'location': {'lat': 43.671063, 'lng': -79.39077979999999}, 'viewport': {'northeast': {'lat': 43.67241282989272, 'lng': -79.38942997010727}, 'southwest': {'lat': 43.66971317010728, 'lng': -79.39212962989272}}}, 'name': 'Utsav Restaurant', 'place_id': 'ChIJF4XBnK80K4gR4vAM74m0ERQ', 'rating': 4.2}]",Utsav Restaurant,ChIJF4XBnK80K4gR4vAM74m0ERQ,"69 Yorkville Ave, Toronto, ON M5R 1B8, Canada",OPERATIONAL,43.671063,-79.39077979999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Utsav Restaurant,43.671063%2C-79.39077979999999&query_place_id=ChIJF4XBnK80K4gR4vAM74m0ERQ",
123,123,124. Barque Smokehouse,4.0 of 5 bubbles,"American, Southwestern",2021-08-09 19:16:05.592111-04:00,Barque Smokehouse,"[{'business_status': 'OPERATIONAL', 'formatted_address': '299 Roncesvalles Ave, Toronto, ON M6R 2M3, Canada', 'geometry': {'location': {'lat': 43.6479921, 'lng': -79.4495065}, 'viewport': {'northeast': {'lat': 43.64932412989272, 'lng': -79.44824542010728}, 'southwest': {'lat': 43.64662447010728, 'lng': -79.45094507989272}}}, 'name': 'Barque Smokehouse', 'place_id': 'ChIJU16oDjU0K4gRYTAXujglr3Y', 'rating': 4.4}]",Barque Smokehouse,ChIJU16oDjU0K4gRYTAXujglr3Y,"299 Roncesvalles Ave, Toronto, ON M6R 2M3, Canada",OPERATIONAL,43.6479921,-79.4495065,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barque Smokehouse,43.6479921%2C-79.4495065&query_place_id=ChIJU16oDjU0K4gRYTAXujglr3Y",
124,124,125. Biff's Bistro,4.0 of 5 bubbles,"French, European",2021-08-09 19:16:05.592111-04:00,Biff's Bistro,"[{'business_status': 'OPERATIONAL', 'formatted_address': '4 Front St E, Toronto, ON M5E 1G4, Canada', 'geometry': {'location': {'lat': 43.6473392, 'lng': -79.37636959999999}, 'viewport': {'northeast': {'lat': 43.64865472989272, 'lng': -79.37536832010727}, 'southwest': {'lat': 43.64595507010728, 'lng': -79.37806797989272}}}, 'name': ""Biff's Bistro"", 'place_id': 'ChIJwUkavy3L1IkRnnfj9u2Rr8Q', 'rating': 4.3}]",Biff's Bistro,ChIJwUkavy3L1IkRnnfj9u2Rr8Q,"4 Front St E, Toronto, ON M5E 1G4, Canada",OPERATIONAL,43.6473392,-79.37636959999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Biff's Bistro,43.6473392%2C-79.37636959999999&query_place_id=ChIJwUkavy3L1IkRnnfj9u2Rr8Q",
125,125,126. The 3 Brewers,4.0 of 5 bubbles,"Gastropub, Brew Pub",2021-08-09 19:16:05.592111-04:00,The 3 Brewers,"[{'business_status': 'OPERATIONAL', 'formatted_address': '275 Yonge St, Toronto, ON M5B 1N8, Canada', 'geometry': {'location': {'lat': 43.6554391, 'lng': -79.380353}, 'viewport': {'northeast': {'lat': 43.65675412989273, 'lng': -79.37908537010728}, 'southwest': {'lat': 43.65405447010728, 'lng': -79.38178502989273}}}, 'name': '3 Brewers Yonge and Dundas', 'place_id': 'ChIJ4SisMss0K4gRSJIzuoWUzRI', 'rating': 4.1}, {'business_status': 'OPERATIONAL', 'formatted_address': '2041 Winston Park Dr, Oakville, ON L6H 6P5, Canada', 'geometry': {'location': {'lat': 43.508935, 'lng': -79.66860559999999}, 'viewport': {'northeast': {'lat': 43.51020637989273, 'lng': -79.66734307010726}, 'southwest': {'lat': 43.50750672010728, 'lng': -79.67004272989271}}}, 'name': '3 Brewers Oakville', 'place_id': 'ChIJEdp9i3NDK4gReeCkViVw2cg', 'rating': 4.1}]",3 Brewers Yonge and Dundas,ChIJ4SisMss0K4gRSJIzuoWUzRI,"275 Yonge St, Toronto, ON M5B 1N8, Canada",OPERATIONAL,43.6554391,-79.380353,3 Brewers Oakville,ChIJEdp9i3NDK4gReeCkViVw2cg,"2041 Winston Park Dr, Oakville, ON L6H 6P5, Canada",OPERATIONAL,43.508935,-79.66860559999999,"https://www.google.com/maps/search/?api=1&query=3 Brewers Yonge and Dundas,43.6554391%2C-79.380353&query_place_id=ChIJ4SisMss0K4gRSJIzuoWUzRI","https://www.google.com/maps/search/?api=1&query=3 Brewers Oakville,43.508935%2C-79.66860559999999&query_place_id=ChIJEdp9i3NDK4gReeCkViVw2cg"
126,126,127. Red Lobster,4.0 of 5 bubbles,"American, Seafood",2021-08-09 19:16:05.592111-04:00,Red Lobster,"[{'business_status': 'OPERATIONAL', 'formatted_address': '20 Dundas St W, Toronto, ON M5G 2C2, Canada', 'geometry': {'location': {'lat': 43.65632799999999, 'lng': -79.38362099999999}, 'viewport': {'northeast': {'lat': 43.65760582989272, 'lng': -79.38241112010728}, 'southwest': {'lat': 43.65490617010727, 'lng': -79.38511077989273}}}, 'name': 'Red Lobster', 'place_id': 'ChIJYcRg38o0K4gR2tMNd0Xk_yg', 'rating': 4.1}]",Red Lobster,ChIJYcRg38o0K4gR2tMNd0Xk_yg,"20 Dundas St W, Toronto, ON M5G 2C2, Canada",OPERATIONAL,43.65632799999999,-79.38362099999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Red Lobster,43.65632799999999%2C-79.38362099999999&query_place_id=ChIJYcRg38o0K4gR2tMNd0Xk_yg",
128,128,129. Trattoria Fieramosca,4.5 of 5 bubbles,"Italian, Mediterranean",2021-08-09 19:16:05.592111-04:00,Trattoria Fieramosca,"[{'business_status': 'OPERATIONAL', 'formatted_address': '36 A Prince Arthur Ave, Toronto, ON M5R 1A9, Canada', 'geometry': {'location': {'lat': 43.6695639, 'lng': -79.3973389}, 'viewport': {'northeast': {'lat': 43.67082137989271, 'lng': -79.39595897010729}, 'southwest': {'lat': 43.66812172010727, 'lng': -79.39865862989274}}}, 'name': 'Trattoria Fieramosca', 'place_id': 'ChIJ_cLCqrw0K4gRA5lETR2-Rlo', 'rating': 4.5}]",Trattoria Fieramosca,ChIJ_cLCqrw0K4gRA5lETR2-Rlo,"36 A Prince Arthur Ave, Toronto, ON M5R 1A9, Canada",OPERATIONAL,43.6695639,-79.3973389,,,,,,,"https://www.google.com/maps/search/?api=1&query=Trattoria Fieramosca,43.6695639%2C-79.3973389&query_place_id=ChIJ_cLCqrw0K4gRA5lETR2-Rlo",
129,129,130. Mildred's Temple Kitchen,4.0 of 5 bubbles,"Contemporary, Canadian",2021-08-09 19:16:05.592111-04:00,Mildred's Temple Kitchen,"[{'business_status': 'OPERATIONAL', 'formatted_address': '85 Hanna Ave #104, Toronto, ON M6K 3S3, Canada', 'geometry': {'location': {'lat': 43.64017399999999, 'lng': -79.4200493}, 'viewport': {'northeast': {'lat': 43.64127452989272, 'lng': -79.41872322010727}, 'southwest': {'lat': 43.63857487010728, 'lng': -79.42142287989272}}}, 'name': ""Mildred's Temple Kitchen"", 'place_id': 'ChIJI4DOYAE1K4gRrXtqciHmAlI', 'rating': 4.4}]",Mildred's Temple Kitchen,ChIJI4DOYAE1K4gRrXtqciHmAlI,"85 Hanna Ave #104, Toronto, ON M6K 3S3, Canada",OPERATIONAL,43.64017399999999,-79.4200493,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mildred's Temple Kitchen,43.64017399999999%2C-79.4200493&query_place_id=ChIJI4DOYAE1K4gRrXtqciHmAlI",
130,130,131. Ricarda's Toronto,4.5 of 5 bubbles,"Mediterranean, European",2021-08-09 19:16:05.607735-04:00,Ricarda's Toronto,"[{'business_status': 'OPERATIONAL', 'formatted_address': '134 Peter St, Toronto, ON M5V 2H2, Canada', 'geometry': {'location': {'lat': 43.648525, 'lng': -79.39382499999999}, 'viewport': {'northeast': {'lat': 43.64999222989272, 'lng': -79.39240972010728}, 'southwest': {'lat': 43.64729257010728, 'lng': -79.39510937989273}}}, 'name': ""Ricarda's Restaurant | Bar | Cafe"", 'place_id': 'ChIJN_oc5do0K4gR9D4YJkNFuXo', 'rating': 4.3}]",Ricarda's Restaurant | Bar | Cafe,ChIJN_oc5do0K4gR9D4YJkNFuXo,"134 Peter St, Toronto, ON M5V 2H2, Canada",OPERATIONAL,43.648525,-79.39382499999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ricarda's Restaurant | Bar | Cafe,43.648525%2C-79.39382499999999&query_place_id=ChIJN_oc5do0K4gR9D4YJkNFuXo",
131,131,132. Amsterdam Brewery,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:16:05.607735-04:00,Amsterdam Brewery,"[{'business_status': 'OPERATIONAL', 'formatted_address': '45 Esandar Dr, Toronto, ON M4G 4C5, Canada', 'geometry': {'location': {'lat': 43.7063896, 'lng': -79.3568908}, 'viewport': {'northeast': {'lat': 43.70773067989272, 'lng': -79.35571182010729}, 'southwest': {'lat': 43.70503102010728, 'lng': -79.35841147989272}}}, 'name': 'Amsterdam Brewery', 'place_id': 'ChIJG3lFe-fM1IkRhjvIIKtGD6Q', 'rating': 4.4}]",Amsterdam Brewery,ChIJG3lFe-fM1IkRhjvIIKtGD6Q,"45 Esandar Dr, Toronto, ON M4G 4C5, Canada",OPERATIONAL,43.7063896,-79.3568908,,,,,,,"https://www.google.com/maps/search/?api=1&query=Amsterdam Brewery,43.7063896%2C-79.3568908&query_place_id=ChIJG3lFe-fM1IkRhjvIIKtGD6Q",
132,132,133. Aroma Fine Indian Cuisine,4.0 of 5 bubbles,"Indian, Asian",2021-08-09 19:16:05.607735-04:00,Aroma Fine Indian Cuisine,"[{'business_status': 'OPERATIONAL', 'formatted_address': '287 King St W, Toronto, ON M5V 1J5, Canada', 'geometry': {'location': {'lat': 43.646283, 'lng': -79.38981609999999}, 'viewport': {'northeast': {'lat': 43.64768152989271, 'lng': -79.38838262010728}, 'southwest': {'lat': 43.64498187010727, 'lng': -79.39108227989271}}}, 'name': 'Aroma Fine Indian Cuisine', 'place_id': 'ChIJJUZD6dA0K4gR7PDLnm45h94', 'rating': 3.8}]",Aroma Fine Indian Cuisine,ChIJJUZD6dA0K4gR7PDLnm45h94,"287 King St W, Toronto, ON M5V 1J5, Canada",OPERATIONAL,43.646283,-79.38981609999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aroma Fine Indian Cuisine,43.646283%2C-79.38981609999999&query_place_id=ChIJJUZD6dA0K4gR7PDLnm45h94",
133,133,134. Chop Steakhouse & Bar,4.0 of 5 bubbles,"American, Steakhouse",2021-08-09 19:16:05.607735-04:00,Chop Steakhouse & Bar,"[{'business_status': 'OPERATIONAL', 'formatted_address': '41 Colossus Dr, Woodbridge, ON L4L 9J8, Canada', 'geometry': {'location': {'lat': 43.7851536, 'lng': -79.5437915}, 'viewport': {'northeast': {'lat': 43.78659452989272, 'lng': -79.54254957010727}, 'southwest': {'lat': 43.78389487010728, 'lng': -79.54524922989272}}}, 'name': 'Chop Steakhouse & Bar', 'place_id': 'ChIJpx-uV-svK4gRiGCJ6qGowaI', 'rating': 4.3}]",Chop Steakhouse & Bar,ChIJpx-uV-svK4gRiGCJ6qGowaI,"41 Colossus Dr, Woodbridge, ON L4L 9J8, Canada",OPERATIONAL,43.7851536,-79.5437915,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chop Steakhouse & Bar,43.7851536%2C-79.5437915&query_place_id=ChIJpx-uV-svK4gRiGCJ6qGowaI",
134,134,135. ViBo,4.5 of 5 bubbles,"Italian, Contemporary",2021-08-09 19:16:05.607735-04:00,ViBo,"[{'business_status': 'OPERATIONAL', 'formatted_address': '2995 Bloor St W, Etobicoke, ON M8X 1C1, Canada', 'geometry': {'location': {'lat': 43.6475078, 'lng': -79.51004089999999}, 'viewport': {'northeast': {'lat': 43.64890657989272, 'lng': -79.50866787010727}, 'southwest': {'lat': 43.64620692010728, 'lng': -79.51136752989271}}}, 'name': 'ViBo Restaurant', 'place_id': 'ChIJNelcHFQ2K4gRn84gPPUTszE', 'rating': 4.5}]",ViBo Restaurant,ChIJNelcHFQ2K4gRn84gPPUTszE,"2995 Bloor St W, Etobicoke, ON M8X 1C1, Canada",OPERATIONAL,43.6475078,-79.51004089999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=ViBo Restaurant,43.6475078%2C-79.51004089999999&query_place_id=ChIJNelcHFQ2K4gRn84gPPUTszE",
135,135,136. Salad King Restaurant,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:16:05.607735-04:00,Salad King Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '340 Yonge St, Toronto, ON M5B 1R8, Canada', 'geometry': {'location': {'lat': 43.6577202, 'lng': -79.3816274}, 'viewport': {'northeast': {'lat': 43.65905692989273, 'lng': -79.38021012010728}, 'southwest': {'lat': 43.65635727010728, 'lng': -79.38290977989271}}}, 'name': 'Salad King', 'place_id': 'ChIJ2Uabx8o0K4gR0prH0ZEi390', 'rating': 4.3}]",Salad King,ChIJ2Uabx8o0K4gR0prH0ZEi390,"340 Yonge St, Toronto, ON M5B 1R8, Canada",OPERATIONAL,43.6577202,-79.3816274,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salad King,43.6577202%2C-79.3816274&query_place_id=ChIJ2Uabx8o0K4gR0prH0ZEi390",
136,136,137. Loose Moose,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:05.607735-04:00,Loose Moose,"[{'business_status': 'OPERATIONAL', 'formatted_address': '146 Front St W, Toronto, ON M5J 1G2, Canada', 'geometry': {'location': {'lat': 43.64521999999999, 'lng': -79.38385}, 'viewport': {'northeast': {'lat': 43.64646787989272, 'lng': -79.38248887010728}, 'southwest': {'lat': 43.64376822010728, 'lng': -79.38518852989273}}}, 'name': 'The Loose Moose', 'place_id': 'ChIJWYMdhdM0K4gRbMQqRvZfb3c', 'rating': 4.2}]",The Loose Moose,ChIJWYMdhdM0K4gRbMQqRvZfb3c,"146 Front St W, Toronto, ON M5J 1G2, Canada",OPERATIONAL,43.64521999999999,-79.38385,,,,,,,"https://www.google.com/maps/search/?api=1&query=The Loose Moose,43.64521999999999%2C-79.38385&query_place_id=ChIJWYMdhdM0K4gRbMQqRvZfb3c",
137,137,138. Luma,4.0 of 5 bubbles,"Canadian, Healthy",2021-08-09 19:16:05.607735-04:00,Luma,"[{'business_status': 'CLOSED_TEMPORARILY', 'formatted_address': '350 King Street West 2nd Floor REITMAN SQUARE, Toronto, ON M5V 3X5, Canada', 'geometry': {'location': {'lat': 43.6465893, 'lng': -79.3901977}, 'viewport': {'northeast': {'lat': 43.64793912989271, 'lng': -79.38884787010727}, 'southwest': {'lat': 43.64523947010727, 'lng': -79.39154752989272}}}, 'name': 'Luma', 'place_id': 'ChIJA1AA7NA0K4gRRp-dJUOEpbM', 'rating': 4.2}]",Luma,ChIJA1AA7NA0K4gRRp-dJUOEpbM,"350 King Street West 2nd Floor REITMAN SQUARE, Toronto, ON M5V 3X5, Canada",CLOSED_TEMPORARILY,43.6465893,-79.3901977,,,,,,,"https://www.google.com/maps/search/?api=1&query=Luma,43.6465893%2C-79.3901977&query_place_id=ChIJA1AA7NA0K4gRRp-dJUOEpbM",
138,138,139. Opus Restaurant On Prince,4.5 of 5 bubbles,"European, International",2021-08-09 19:16:05.607735-04:00,Opus Restaurant On Prince,"[{'business_status': 'OPERATIONAL', 'formatted_address': '37 Prince Arthur Ave, Toronto, ON M5R 1B2, Canada', 'geometry': {'location': {'lat': 43.66919739999999, 'lng': -79.39717449999999}, 'viewport': {'northeast': {'lat': 43.67054722989273, 'lng': -79.39582467010727}, 'southwest': {'lat': 43.66784757010728, 'lng': -79.39852432989272}}}, 'name': 'Opus Restaurant', 'place_id': 'ChIJme1jqrw0K4gReNPTuiIjeHQ', 'rating': 4.5}]",Opus Restaurant,ChIJme1jqrw0K4gReNPTuiIjeHQ,"37 Prince Arthur Ave, Toronto, ON M5R 1B2, Canada",OPERATIONAL,43.66919739999999,-79.39717449999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Opus Restaurant,43.66919739999999%2C-79.39717449999999&query_place_id=ChIJme1jqrw0K4gReNPTuiIjeHQ",
139,139,140. Sauvignon Bistro & Bakery Inc,4.5 of 5 bubbles,"French, European",2021-08-09 19:16:05.607735-04:00,Sauvignon Bistro & Bakery Inc,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1862 Queen St E, Toronto, ON M4L 1H1, Canada', 'geometry': {'location': {'lat': 43.6686111, 'lng': -79.30716110000002}, 'viewport': {'northeast': {'lat': 43.66988827989273, 'lng': -79.30576322010728}, 'southwest': {'lat': 43.66718862010729, 'lng': -79.30846287989272}}}, 'name': 'Sauvignon Bistro', 'place_id': 'ChIJQSybePbL1IkRsgcDBNapTgg', 'rating': 4.6}]",Sauvignon Bistro,ChIJQSybePbL1IkRsgcDBNapTgg,"1862 Queen St E, Toronto, ON M4L 1H1, Canada",OPERATIONAL,43.6686111,-79.30716110000002,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sauvignon Bistro,43.6686111%2C-79.30716110000002&query_place_id=ChIJQSybePbL1IkRsgcDBNapTgg",
