,Unnamed: 0,name,stars,cuisine,retrieve-date,name2,json,name_google_0,place_id_0,formatted_address_0,business_status_0,lat_0,lng_0,name_google_1,place_id_1,formatted_address_1,business_status_1,lat_1,lng_1,url_0,url_1
1087,1087,1088. Factory Girl,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:19:20.596435-04:00,Factory Girl,"[{'business_status': 'OPERATIONAL', 'formatted_address': '193 Danforth Ave, Toronto, ON M4K 1N2, Canada', 'geometry': {'location': {'lat': 43.6763889, 'lng': -79.35611109999999}, 'viewport': {'northeast': {'lat': 43.67773872989272, 'lng': -79.35476127010726}, 'southwest': {'lat': 43.67503907010728, 'lng': -79.35746092989271}}}, 'name': 'Factory Girl', 'place_id': 'ChIJmyryvp_M1IkRQzcKw7cAw58', 'rating': 4.2}]",Factory Girl,ChIJmyryvp_M1IkRQzcKw7cAw58,"193 Danforth Ave, Toronto, ON M4K 1N2, Canada",OPERATIONAL,43.6763889,-79.35611109999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Factory Girl,43.6763889%2C-79.35611109999999&query_place_id=ChIJmyryvp_M1IkRQzcKw7cAw58",
1088,1088,1089. Queen Margherita,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:19:20.596435-04:00,Queen Margherita,"[{'business_status': 'OPERATIONAL', 'formatted_address': '772 Dundas St W, Toronto, ON M6J 1V1, Canada', 'geometry': {'location': {'lat': 43.6521451, 'lng': -79.407467}, 'viewport': {'northeast': {'lat': 43.65342917989272, 'lng': -79.40609722010727}, 'southwest': {'lat': 43.65072952010728, 'lng': -79.4087968798927}}}, 'name': 'Queen Margherita Pizza', 'place_id': 'ChIJZX-upOg0K4gRKzu2xpW00_I', 'rating': 4.3}]",Queen Margherita Pizza,ChIJZX-upOg0K4gRKzu2xpW00_I,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",OPERATIONAL,43.6521451,-79.407467,,,,,,,"https://www.google.com/maps/search/?api=1&query=Queen Margherita Pizza,43.6521451%2C-79.407467&query_place_id=ChIJZX-upOg0K4gRKzu2xpW00_I",
1089,1089,1090. The Wickson Social,4.0 of 5 bubbles,"Bar, American",2021-08-09 19:19:20.596435-04:00,The Wickson Social,"[{'business_status': 'OPERATIONAL', 'formatted_address': '5 St Joseph St, Toronto, ON M4Y 1Z3, Canada', 'geometry': {'location': {'lat': 43.6657581, 'lng': -79.3856776}, 'viewport': {'northeast': {'lat': 43.66711622989273, 'lng': -79.38442177010727}, 'southwest': {'lat': 43.66441657010729, 'lng': -79.38712142989272}}}, 'name': 'The Wickson Social', 'place_id': 'ChIJ0Wt80rM0K4gRXnIsRa2e8u4', 'rating': 0}, {'business_status': 'CLOSED_PERMANENTLY', 'formatted_address': '5 St Joseph St, Toronto, ON M4Y 0B6, Canada', 'geometry': {'location': {'lat': 43.66575419999999, 'lng': -79.3857287}, 'viewport': {'northeast': {'lat': 43.66718137989271, 'lng': -79.38441157010729}, 'southwest': {'lat': 43.66448172010727, 'lng': -79.38711122989272}}}, 'name': 'FlexDay @ The Wickson Social', 'place_id': 'ChIJtwtPLaU1K4gRmVbw5esg_Fw', 'rating': 5}]",The Wickson Social,ChIJ0Wt80rM0K4gRXnIsRa2e8u4,"5 St Joseph St, Toronto, ON M4Y 1Z3, Canada",OPERATIONAL,43.6657581,-79.3856776,FlexDay @ The Wickson Social,ChIJtwtPLaU1K4gRmVbw5esg_Fw,"5 St Joseph St, Toronto, ON M4Y 0B6, Canada",CLOSED_PERMANENTLY,43.66575419999999,-79.3857287,"https://www.google.com/maps/search/?api=1&query=The Wickson Social,43.6657581%2C-79.3856776&query_place_id=ChIJ0Wt80rM0K4gRXnIsRa2e8u4","https://www.google.com/maps/search/?api=1&query=FlexDay @ The Wickson Social,43.66575419999999%2C-79.3857287&query_place_id=ChIJtwtPLaU1K4gRmVbw5esg_Fw"
1090,1090,1091. La Vecchia Lake Shore,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:19:20.596435-04:00,La Vecchia Lake Shore,"[{'business_status': 'OPERATIONAL', 'formatted_address': '90 Marine Parade Dr, Etobicoke, ON M8V 4G1, Canada', 'geometry': {'location': {'lat': 43.6256937, 'lng': -79.4774304}, 'viewport': {'northeast': {'lat': 43.62704977989272, 'lng': -79.47596242010728}, 'southwest': {'lat': 43.62435012010727, 'lng': -79.47866207989271}}}, 'name': 'La Vecchia Restaurant Lakeshore', 'place_id': 'ChIJX6zM4mY3K4gRDykSaPJz8fE', 'rating': 4.2}]",La Vecchia Restaurant Lakeshore,ChIJX6zM4mY3K4gRDykSaPJz8fE,"90 Marine Parade Dr, Etobicoke, ON M8V 4G1, Canada",OPERATIONAL,43.6256937,-79.4774304,,,,,,,"https://www.google.com/maps/search/?api=1&query=La Vecchia Restaurant Lakeshore,43.6256937%2C-79.4774304&query_place_id=ChIJX6zM4mY3K4gRDykSaPJz8fE",
1091,1091,1092. Hollandaise Diner,4.5 of 5 bubbles,Canadian,2021-08-09 19:19:20.596435-04:00,Hollandaise Diner,"[{'business_status': 'CLOSED_PERMANENTLY', 'formatted_address': '2231 Danforth Ave, Toronto, ON M4C 1K4, Canada', 'geometry': {'location': {'lat': 43.6864098, 'lng': -79.3090896}, 'viewport': {'northeast': {'lat': 43.68782017989271, 'lng': -79.30776672010727}, 'southwest': {'lat': 43.68512052010727, 'lng': -79.31046637989272}}}, 'name': 'Hollandaise Diner', 'place_id': 'ChIJ_TdwQxTM1IkRC3ZVnFOnDj0', 'rating': 4.5}]",Hollandaise Diner,ChIJ_TdwQxTM1IkRC3ZVnFOnDj0,"2231 Danforth Ave, Toronto, ON M4C 1K4, Canada",CLOSED_PERMANENTLY,43.6864098,-79.3090896,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hollandaise Diner,43.6864098%2C-79.3090896&query_place_id=ChIJ_TdwQxTM1IkRC3ZVnFOnDj0",
1093,1093,1094. Leslie Jones,4.0 of 5 bubbles,Canadian,2021-08-09 19:19:20.596435-04:00,Leslie Jones,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1182 Queen St E, Toronto, ON M4M 1L6, Canada', 'geometry': {'location': {'lat': 43.663022, 'lng': -79.33191699999999}, 'viewport': {'northeast': {'lat': 43.66430222989272, 'lng': -79.33053747010727}, 'southwest': {'lat': 43.66160257010728, 'lng': -79.33323712989271}}}, 'name': 'Leslie Jones', 'place_id': 'ChIJMxEV0JzL1IkRkZlLih63Mwk', 'rating': 4.4}]",Leslie Jones,ChIJMxEV0JzL1IkRkZlLih63Mwk,"1182 Queen St E, Toronto, ON M4M 1L6, Canada",OPERATIONAL,43.663022,-79.33191699999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Leslie Jones,43.663022%2C-79.33191699999999&query_place_id=ChIJMxEV0JzL1IkRkZlLih63Mwk",
1094,1094,1095. V's Schnitzel House,4.5 of 5 bubbles,"German, Central European",2021-08-09 19:19:20.596435-04:00,V's Schnitzel House,"[{'business_status': 'OPERATIONAL', 'formatted_address': ""448 Brown's Line, Etobicoke, ON M8W 3T9, Canada"", 'geometry': {'location': {'lat': 43.602176, 'lng': -79.5457024}, 'viewport': {'northeast': {'lat': 43.60348267989272, 'lng': -79.54433982010727}, 'southwest': {'lat': 43.60078302010728, 'lng': -79.54703947989272}}}, 'name': ""V's Schnitzel House"", 'place_id': 'ChIJ8VZu2hNIK4gRPpTuXIXs4t8', 'rating': 4.6}]",V's Schnitzel House,ChIJ8VZu2hNIK4gRPpTuXIXs4t8,"448 Brown's Line, Etobicoke, ON M8W 3T9, Canada",OPERATIONAL,43.602176,-79.5457024,,,,,,,"https://www.google.com/maps/search/?api=1&query=V's Schnitzel House,43.602176%2C-79.5457024&query_place_id=ChIJ8VZu2hNIK4gRPpTuXIXs4t8",
1095,1095,1096. Kebab 49,3.5 of 5 bubbles,"Mediterranean, Turkish",2021-08-09 19:19:20.596435-04:00,Kebab 49,"[{'business_status': 'OPERATIONAL', 'formatted_address': '5308 Dundas St W, Etobicoke, ON M9B 1B3, Canada', 'geometry': {'location': {'lat': 43.6360454, 'lng': -79.54079469999999}, 'viewport': {'northeast': {'lat': 43.63733267989272, 'lng': -79.53937042010728}, 'southwest': {'lat': 43.63463302010728, 'lng': -79.54207007989271}}}, 'name': 'Kebab 49', 'place_id': 'ChIJj2TcE9YwK4gRtdDPzQ5oqps', 'rating': 4.3}]",Kebab 49,ChIJj2TcE9YwK4gRtdDPzQ5oqps,"5308 Dundas St W, Etobicoke, ON M9B 1B3, Canada",OPERATIONAL,43.6360454,-79.54079469999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kebab 49,43.6360454%2C-79.54079469999999&query_place_id=ChIJj2TcE9YwK4gRtdDPzQ5oqps",
1096,1096,1097. George the Greek,4.0 of 5 bubbles,"Mediterranean, Greek",2021-08-09 19:19:20.596435-04:00,George the Greek,"[{'business_status': 'OPERATIONAL', 'formatted_address': '3575 Lake Shore Blvd W, Etobicoke, ON M8W 1P5, Canada', 'geometry': {'location': {'lat': 43.5941667, 'lng': -79.5341667}, 'viewport': {'northeast': {'lat': 43.59560312989272, 'lng': -79.53278667010727}, 'southwest': {'lat': 43.59290347010727, 'lng': -79.53548632989272}}}, 'name': 'George The Greek', 'place_id': 'ChIJOTTYHUFIK4gReyIYmcsGtZM', 'rating': 4.5}]",George The Greek,ChIJOTTYHUFIK4gReyIYmcsGtZM,"3575 Lake Shore Blvd W, Etobicoke, ON M8W 1P5, Canada",OPERATIONAL,43.5941667,-79.5341667,,,,,,,"https://www.google.com/maps/search/?api=1&query=George The Greek,43.5941667%2C-79.5341667&query_place_id=ChIJOTTYHUFIK4gReyIYmcsGtZM",
1097,1097,1098. Asteria Souvlaki Place,4.0 of 5 bubbles,"Mediterranean, Greek",2021-08-09 19:19:20.596435-04:00,Asteria Souvlaki Place,"[{'business_status': 'OPERATIONAL', 'formatted_address': '292 Danforth Ave, Toronto, ON M4K 1N6, Canada', 'geometry': {'location': {'lat': 43.6772771, 'lng': -79.35434409999999}, 'viewport': {'northeast': {'lat': 43.67853577989273, 'lng': -79.35296017010727}, 'southwest': {'lat': 43.67583612010728, 'lng': -79.3556598298927}}}, 'name': 'Asteria Souvlaki Place', 'place_id': 'ChIJyVq1WZ7M1IkRMXOIIZdsrSk', 'rating': 4.3}]",Asteria Souvlaki Place,ChIJyVq1WZ7M1IkRMXOIIZdsrSk,"292 Danforth Ave, Toronto, ON M4K 1N6, Canada",OPERATIONAL,43.6772771,-79.35434409999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Asteria Souvlaki Place,43.6772771%2C-79.35434409999999&query_place_id=ChIJyVq1WZ7M1IkRMXOIIZdsrSk",
1098,1098,1099. Quanto Basta,4.0 of 5 bubbles,Italian,2021-08-09 19:19:20.596435-04:00,Quanto Basta,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1112 Yonge St, Toronto, ON M4W 2L8, Canada', 'geometry': {'location': {'lat': 43.678748, 'lng': -79.39044299999999}, 'viewport': {'northeast': {'lat': 43.68012657989272, 'lng': -79.38901367010727}, 'southwest': {'lat': 43.67742692010727, 'lng': -79.39171332989272}}}, 'name': 'Quanto Basta Restaurant', 'place_id': 'ChIJgdwq0-wyK4gRiBYCo0HvGjc', 'rating': 4.5}]",Quanto Basta Restaurant,ChIJgdwq0-wyK4gRiBYCo0HvGjc,"1112 Yonge St, Toronto, ON M4W 2L8, Canada",OPERATIONAL,43.678748,-79.39044299999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Quanto Basta Restaurant,43.678748%2C-79.39044299999999&query_place_id=ChIJgdwq0-wyK4gRiBYCo0HvGjc",
1099,1099,1100. Flock Rotisserie and Greens,3.5 of 5 bubbles,Canadian,2021-08-09 19:19:20.596435-04:00,Flock Rotisserie and Greens,"[{'business_status': 'OPERATIONAL', 'formatted_address': '97 Harbord St, Toronto, ON M5S 1G6, Canada', 'geometry': {'location': {'lat': 43.6625861, 'lng': -79.4036417}, 'viewport': {'northeast': {'lat': 43.66400547989272, 'lng': -79.40233507010727}, 'southwest': {'lat': 43.66130582010728, 'lng': -79.40503472989272}}}, 'name': 'FLOCK rotisserie + greens', 'place_id': 'ChIJI7XtcJU0K4gRY5IP3NFdcs4', 'rating': 4.4}]",FLOCK rotisserie + greens,ChIJI7XtcJU0K4gRY5IP3NFdcs4,"97 Harbord St, Toronto, ON M5S 1G6, Canada",OPERATIONAL,43.6625861,-79.4036417,,,,,,,"https://www.google.com/maps/search/?api=1&query=FLOCK rotisserie + greens,43.6625861%2C-79.4036417&query_place_id=ChIJI7XtcJU0K4gRY5IP3NFdcs4",
1100,1100,1101. Scaddabush,3.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:19:20.596435-04:00,Scaddabush,"[{'business_status': 'OPERATIONAL', 'formatted_address': '200 Front Street W Unit #G001, Toronto, ON M5V 3J1, Canada', 'geometry': {'location': {'lat': 43.644834, 'lng': -79.38543899999999}, 'viewport': {'northeast': {'lat': 43.64608042989273, 'lng': -79.38428322010728}, 'southwest': {'lat': 43.64338077010728, 'lng': -79.38698287989271}}}, 'name': 'Scaddabush Italian Kitchen & Bar Front Street', 'place_id': 'ChIJ9RTjVNE0K4gR23sE8yg53-o', 'rating': 4.2}]",Scaddabush Italian Kitchen & Bar Front Street,ChIJ9RTjVNE0K4gR23sE8yg53-o,"200 Front Street W Unit #G001, Toronto, ON M5V 3J1, Canada",OPERATIONAL,43.644834,-79.38543899999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Scaddabush Italian Kitchen & Bar Front Street,43.644834%2C-79.38543899999999&query_place_id=ChIJ9RTjVNE0K4gR23sE8yg53-o",
1101,1101,1102. The Cloak Bar,4.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:19:20.596435-04:00,The Cloak Bar,"[{'business_status': 'CLOSED_TEMPORARILY', 'formatted_address': '488 Wellington St W, Toronto, ON M5V 1E9, Canada', 'geometry': {'location': {'lat': 43.6435071, 'lng': -79.39826579999999}, 'viewport': {'northeast': {'lat': 43.64474587989272, 'lng': -79.39689522010727}, 'southwest': {'lat': 43.64204622010728, 'lng': -79.39959487989272}}}, 'name': 'The Cloak Bar', 'place_id': 'ChIJ7xo6It80K4gRAuowskwRqW0', 'rating': 4.6}]",The Cloak Bar,ChIJ7xo6It80K4gRAuowskwRqW0,"488 Wellington St W, Toronto, ON M5V 1E9, Canada",CLOSED_TEMPORARILY,43.6435071,-79.39826579999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=The Cloak Bar,43.6435071%2C-79.39826579999999&query_place_id=ChIJ7xo6It80K4gRAuowskwRqW0",
1102,1102,1103. Maison Close 1888,5.0 of 5 bubbles,$$ - $$$,2021-08-09 19:19:20.596435-04:00,Maison Close 1888,"[{'business_status': 'CLOSED_PERMANENTLY', 'formatted_address': '21 Kensington Ave, Toronto, ON M5T 2J8, Canada', 'geometry': {'location': {'lat': 43.6531812, 'lng': -79.3999338}, 'viewport': {'northeast': {'lat': 43.65452907989272, 'lng': -79.39866212010729}, 'southwest': {'lat': 43.65182942010728, 'lng': -79.40136177989272}}}, 'name': 'MaisonClose1888', 'place_id': 'ChIJhTh1AMM0K4gRBuyeTovblp0', 'rating': 4.6}]",MaisonClose1888,ChIJhTh1AMM0K4gRBuyeTovblp0,"21 Kensington Ave, Toronto, ON M5T 2J8, Canada",CLOSED_PERMANENTLY,43.6531812,-79.3999338,,,,,,,"https://www.google.com/maps/search/?api=1&query=MaisonClose1888,43.6531812%2C-79.3999338&query_place_id=ChIJhTh1AMM0K4gRBuyeTovblp0",
1103,1103,1104. Regency restaurant,4.0 of 5 bubbles,Indian,2021-08-09 19:19:20.596435-04:00,Regency restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1423 Gerrard St E, Toronto, ON M4L 1Z7, Canada', 'geometry': {'location': {'lat': 43.67201499999999, 'lng': -79.32242}, 'viewport': {'northeast': {'lat': 43.67343647989272, 'lng': -79.32110137010727}, 'southwest': {'lat': 43.67073682010728, 'lng': -79.32380102989272}}}, 'name': 'Regency Restaurant', 'place_id': 'ChIJaXEM33fM1IkR3B1bUeIhx5g', 'rating': 4.1}]",Regency Restaurant,ChIJaXEM33fM1IkR3B1bUeIhx5g,"1423 Gerrard St E, Toronto, ON M4L 1Z7, Canada",OPERATIONAL,43.67201499999999,-79.32242,,,,,,,"https://www.google.com/maps/search/?api=1&query=Regency Restaurant,43.67201499999999%2C-79.32242&query_place_id=ChIJaXEM33fM1IkR3B1bUeIhx5g",
1104,1104,1105. Copetin Restaurant & Bar,4.0 of 5 bubbles,"Contemporary, Canadian",2021-08-09 19:19:20.596435-04:00,Copetin Restaurant & Bar,"[{'business_status': 'CLOSED_PERMANENTLY', 'formatted_address': '107 King St E, Toronto, ON M5C 1G6, Canada', 'geometry': {'location': {'lat': 43.64983790000001, 'lng': -79.3739662}, 'viewport': {'northeast': {'lat': 43.65126427989273, 'lng': -79.37264497010727}, 'southwest': {'lat': 43.64856462010729, 'lng': -79.37534462989272}}}, 'name': 'Copetin Restaurant & Bar Toronto', 'place_id': 'ChIJq6oakjHL1IkRfAh6UVNwuHU', 'rating': 3.8}]",Copetin Restaurant & Bar Toronto,ChIJq6oakjHL1IkRfAh6UVNwuHU,"107 King St E, Toronto, ON M5C 1G6, Canada",CLOSED_PERMANENTLY,43.64983790000001,-79.3739662,,,,,,,"https://www.google.com/maps/search/?api=1&query=Copetin Restaurant & Bar Toronto,43.64983790000001%2C-79.3739662&query_place_id=ChIJq6oakjHL1IkRfAh6UVNwuHU",
1105,1105,1106. Mariachi's Restaurant,4.0 of 5 bubbles,Mexican,2021-08-09 19:19:20.596435-04:00,Mariachi's Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '2084 Yonge St, Toronto, ON M4S 2A3, Canada', 'geometry': {'location': {'lat': 43.702135, 'lng': -79.3976425}, 'viewport': {'northeast': {'lat': 43.70349857989271, 'lng': -79.39616817010727}, 'southwest': {'lat': 43.70079892010727, 'lng': -79.39886782989271}}}, 'name': ""Mariachi's Restaurant"", 'place_id': 'ChIJ2azwrT4zK4gRu1wznQVfdEs', 'rating': 4.4}]",Mariachi's Restaurant,ChIJ2azwrT4zK4gRu1wznQVfdEs,"2084 Yonge St, Toronto, ON M4S 2A3, Canada",OPERATIONAL,43.702135,-79.3976425,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mariachi's Restaurant,43.702135%2C-79.3976425&query_place_id=ChIJ2azwrT4zK4gRu1wznQVfdEs",
1106,1106,1107. The Only Cafe,4.0 of 5 bubbles,"Cafe, Pub",2021-08-09 19:19:20.596435-04:00,The Only Cafe,"[{'business_status': 'OPERATIONAL', 'formatted_address': '962 Danforth Ave, Toronto, ON M4J 1M1, Canada', 'geometry': {'location': {'lat': 43.68046710000001, 'lng': -79.338008}, 'viewport': {'northeast': {'lat': 43.68172632989272, 'lng': -79.33662252010728}, 'southwest': {'lat': 43.67902667010728, 'lng': -79.33932217989272}}}, 'name': 'The Only Cafe', 'place_id': 'ChIJ80rdAIfM1IkRwiKBeqPGgIA', 'rating': 4.6}]",The Only Cafe,ChIJ80rdAIfM1IkRwiKBeqPGgIA,"962 Danforth Ave, Toronto, ON M4J 1M1, Canada",OPERATIONAL,43.68046710000001,-79.338008,,,,,,,"https://www.google.com/maps/search/?api=1&query=The Only Cafe,43.68046710000001%2C-79.338008&query_place_id=ChIJ80rdAIfM1IkRwiKBeqPGgIA",
1107,1107,1108. Trattoria Giancarlo,4.0 of 5 bubbles,Italian,2021-08-09 19:19:20.596435-04:00,Trattoria Giancarlo,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1366 Yonge St, Toronto, ON M4T 3A7, Canada', 'geometry': {'location': {'lat': 43.6859229, 'lng': -79.3933579}, 'viewport': {'northeast': {'lat': 43.68728887989272, 'lng': -79.39193372010728}, 'southwest': {'lat': 43.68458922010728, 'lng': -79.39463337989272}}}, 'name': 'Capocaccia Trattoria', 'place_id': 'ChIJY5Wn9VozK4gRtL3FOYDkE9Q', 'rating': 4.4}]",Capocaccia Trattoria,ChIJY5Wn9VozK4gRtL3FOYDkE9Q,"1366 Yonge St, Toronto, ON M4T 3A7, Canada",OPERATIONAL,43.6859229,-79.3933579,,,,,,,"https://www.google.com/maps/search/?api=1&query=Capocaccia Trattoria,43.6859229%2C-79.3933579&query_place_id=ChIJY5Wn9VozK4gRtL3FOYDkE9Q",
1108,1108,1109. Banknote Bar,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:19:20.596435-04:00,Banknote Bar,"[{'business_status': 'OPERATIONAL', 'formatted_address': '663 King St W, Toronto, ON M5V 1M5, Canada', 'geometry': {'location': {'lat': 43.6437806, 'lng': -79.4023726}, 'viewport': {'northeast': {'lat': 43.64521597989271, 'lng': -79.40105712010728}, 'southwest': {'lat': 43.64251632010727, 'lng': -79.40375677989272}}}, 'name': 'Banknote Bar', 'place_id': 'ChIJQZ-o1N80K4gRvAwLO_tSGxU', 'rating': 4.1}, {'business_status': 'OPERATIONAL', 'formatted_address': '474 Adelaide St E, Toronto, ON M5A 1N6, Canada', 'geometry': {'location': {'lat': 43.65291329999999, 'lng': -79.3660786}, 'viewport': {'northeast': {'lat': 43.65416347989272, 'lng': -79.36468532010728}, 'southwest': {'lat': 43.65146382010727, 'lng': -79.36738497989273}}}, 'name': 'Banknote Bar Corktown', 'place_id': 'ChIJS6MAeTnL1IkR7I8YlzF3pUM', 'rating': 4.1}]",Banknote Bar,ChIJQZ-o1N80K4gRvAwLO_tSGxU,"663 King St W, Toronto, ON M5V 1M5, Canada",OPERATIONAL,43.6437806,-79.4023726,Banknote Bar Corktown,ChIJS6MAeTnL1IkR7I8YlzF3pUM,"474 Adelaide St E, Toronto, ON M5A 1N6, Canada",OPERATIONAL,43.65291329999999,-79.3660786,"https://www.google.com/maps/search/?api=1&query=Banknote Bar,43.6437806%2C-79.4023726&query_place_id=ChIJQZ-o1N80K4gRvAwLO_tSGxU","https://www.google.com/maps/search/?api=1&query=Banknote Bar Corktown,43.65291329999999%2C-79.3660786&query_place_id=ChIJS6MAeTnL1IkR7I8YlzF3pUM"
1109,1109,1110. Old Mill Toronto Restaurant,3.5 of 5 bubbles,"American, Contemporary",2021-08-09 19:19:20.596435-04:00,Old Mill Toronto Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '21 Old Mill Rd, Etobicoke, ON M8X 1G5, Canada', 'geometry': {'location': {'lat': 43.651079, 'lng': -79.4934615}, 'viewport': {'northeast': {'lat': 43.65248152989272, 'lng': -79.49210782010728}, 'southwest': {'lat': 43.64978187010728, 'lng': -79.49480747989271}}}, 'name': 'Old Mill Toronto Restaurant', 'place_id': 'ChIJJ172zx03K4gROlxxwxqDzNI', 'rating': 4.1}, {'business_status': 'OPERATIONAL', 'formatted_address': '9 Old Mill Rd, Etobicoke, ON M8X 1G5, Canada', 'geometry': {'location': {'lat': 43.6507434, 'lng': -79.4928485}, 'viewport': {'northeast': {'lat': 43.65230252989272, 'lng': -79.49149047010728}, 'southwest': {'lat': 43.64960287010727, 'lng': -79.49419012989273}}}, 'name': 'Old Mill Toronto Hotel', 'place_id': 'ChIJh2leSPU2K4gRyl33gw24rxQ', 'rating': 4.4}]",Old Mill Toronto Restaurant,ChIJJ172zx03K4gROlxxwxqDzNI,"21 Old Mill Rd, Etobicoke, ON M8X 1G5, Canada",OPERATIONAL,43.651079,-79.4934615,Old Mill Toronto Hotel,ChIJh2leSPU2K4gRyl33gw24rxQ,"9 Old Mill Rd, Etobicoke, ON M8X 1G5, Canada",OPERATIONAL,43.6507434,-79.4928485,"https://www.google.com/maps/search/?api=1&query=Old Mill Toronto Restaurant,43.651079%2C-79.4934615&query_place_id=ChIJJ172zx03K4gROlxxwxqDzNI","https://www.google.com/maps/search/?api=1&query=Old Mill Toronto Hotel,43.6507434%2C-79.4928485&query_place_id=ChIJh2leSPU2K4gRyl33gw24rxQ"
1110,1110,1111. Rosemary & Thyme Family Restaurant,4.0 of 5 bubbles,"Canadian, American",2021-08-09 19:19:27.005113-04:00,Rosemary & Thyme Family Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '7 Thornwood Rd, Toronto, ON M4W 2R8, Canada', 'geometry': {'location': {'lat': 43.6814467, 'lng': -79.3843948}, 'viewport': {'northeast': {'lat': 43.68274152989272, 'lng': -79.38320492010726}, 'southwest': {'lat': 43.68004187010727, 'lng': -79.38590457989271}}}, 'name': 'Rosemary C Hazelton', 'place_id': 'ChIJOdqm2S0zK4gRZxclUivtj0Q', 'rating': 0}]",Rosemary C Hazelton,ChIJOdqm2S0zK4gRZxclUivtj0Q,"7 Thornwood Rd, Toronto, ON M4W 2R8, Canada",OPERATIONAL,43.6814467,-79.3843948,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rosemary C Hazelton,43.6814467%2C-79.3843948&query_place_id=ChIJOdqm2S0zK4gRZxclUivtj0Q",
1111,1111,1112. Butter Chicken Factory,4.0 of 5 bubbles,Indian,2021-08-09 19:19:27.005113-04:00,Butter Chicken Factory,"[{'business_status': 'OPERATIONAL', 'formatted_address': '556 Parliament St, Toronto, ON M4X 1P6, Canada', 'geometry': {'location': {'lat': 43.6669211, 'lng': -79.36932999999999}, 'viewport': {'northeast': {'lat': 43.66832452989273, 'lng': -79.36785727010728}, 'southwest': {'lat': 43.66562487010728, 'lng': -79.37055692989273}}}, 'name': 'Butter Chicken Factory', 'place_id': 'ChIJM9d9AFDL1IkROU_swj-QDto', 'rating': 4.4}]",Butter Chicken Factory,ChIJM9d9AFDL1IkROU_swj-QDto,"556 Parliament St, Toronto, ON M4X 1P6, Canada",OPERATIONAL,43.6669211,-79.36932999999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Butter Chicken Factory,43.6669211%2C-79.36932999999999&query_place_id=ChIJM9d9AFDL1IkROU_swj-QDto",
1112,1112,1113. Amadeu's Restaurant,3.5 of 5 bubbles,"European, Portuguese",2021-08-09 19:19:27.005113-04:00,Amadeu's Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '184 Augusta Ave, Toronto, ON M5T 2L6, Canada', 'geometry': {'location': {'lat': 43.6539988, 'lng': -79.4019757}, 'viewport': {'northeast': {'lat': 43.65535442989272, 'lng': -79.40054207010726}, 'southwest': {'lat': 43.65265477010728, 'lng': -79.40324172989271}}}, 'name': ""Amadeu's Restaurant"", 'place_id': 'ChIJg71pb8I0K4gRnutORZMLye4', 'rating': 4.2}]",Amadeu's Restaurant,ChIJg71pb8I0K4gRnutORZMLye4,"184 Augusta Ave, Toronto, ON M5T 2L6, Canada",OPERATIONAL,43.6539988,-79.4019757,,,,,,,"https://www.google.com/maps/search/?api=1&query=Amadeu's Restaurant,43.6539988%2C-79.4019757&query_place_id=ChIJg71pb8I0K4gRnutORZMLye4",
1113,1113,1114. Dreyfus,4.5 of 5 bubbles,French,2021-08-09 19:19:27.005113-04:00,Dreyfus,"[{'business_status': 'OPERATIONAL', 'formatted_address': '96 Harbord St, Toronto, ON M5S 1G6, Canada', 'geometry': {'location': {'lat': 43.6630533, 'lng': -79.4032817}, 'viewport': {'northeast': {'lat': 43.66429522989272, 'lng': -79.40188842010727}, 'southwest': {'lat': 43.66159557010727, 'lng': -79.40458807989272}}}, 'name': 'Dreyfus', 'place_id': 'ChIJYUo7Rjs1K4gR-wKSv6ICuLk', 'rating': 4.6}]",Dreyfus,ChIJYUo7Rjs1K4gR-wKSv6ICuLk,"96 Harbord St, Toronto, ON M5S 1G6, Canada",OPERATIONAL,43.6630533,-79.4032817,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dreyfus,43.6630533%2C-79.4032817&query_place_id=ChIJYUo7Rjs1K4gR-wKSv6ICuLk",
